question_name,difficulty,llm_code_creation_time,total_tokens,cost_prompt,judge_predict,execution_time,AC,WA,RE,TLE,CE,total_test_cases
Manchas de pele,Difícil,9.194294004002586,1653,0.0003861,AC,1.336122004999993,61,0,0,0,0,61
Temperatura Lunar,Médio,1.7120675919868518,1899,0.00041085,WA,0.08860332999998377,2,8,0,0,0,10
Castelos da Nlogônia,Difícil,3.213082003989257,1888,0.0004487999999999,AC,0.06306755100001737,36,0,0,0,0,36
Matriz Escada,Médio,1.784361952013569,1617,0.00037575,WA,0.7485174480000012,26,33,0,0,0,59
Pedágio_2002,Médio,2.168082580988994,1932,0.0004508999999999,WA,0.0632184130081441,0,10,0,0,0,10
Fusões,Médio,1.558514775999356,1752,0.0003734999999999,AC,0.3128908140000135,29,0,0,0,0,29
Falta uma,Fácil,2.1829669540165924,1308,0.0002727,RE,0.2511732310000241,0,0,28,0,0,28
Sanduíche,Médio,1.633799753995845,1647,0.00035685,TLE,3.0,0,0,44,35,0,79
Blefe,Médio,1.0637396469828673,1515,0.0002893499999999,WA,0.16710105999999314,0,50,0,0,0,50
Tabela do campeonato,Médio,2.408685836009681,1841,0.0004566,WA,0.09662093700001151,99,25,0,0,0,124
Clube dos Cinco,Difícil,1.0361952559906058,1539,0.0002816999999999,AC,0.13175774600000523,81,0,0,0,0,81
Piso da escola,Fácil,0.922210698015988,1435,0.00026205,AC,0.052689713999996,30,0,0,0,0,30
Caravana,Fácil,1.1900726980238687,1388,0.0002459999999999,WA,0.025433327999991207,1,7,0,0,0,8
Ônibus,Médio,1.6549256550206335,1522,0.0003417,AC,0.08131109000001402,19,0,0,0,0,19
Chocolate_2012,Fácil,0.7802601979929022,1181,0.00020415,AC,0.07732858899998973,50,0,0,0,0,50
Altas Aventuras,Difícil,0.9905052800022532,1442,0.0002684999999999,WA,0.07468005300000868,0,53,0,0,0,53
Jogo dos Pinos,Fácil,1.3458119249844458,1565,0.0003323999999999,AC,0.03952303799999868,16,0,0,0,0,16
Fechadura,Fácil,1.057340169994859,1423,0.00026475,AC,0.07129325700000777,50,0,0,0,0,50
Sr. Toupeira,Médio,1.640540891996352,2009,0.0004102499999999,AC,0.6637782819999813,26,0,0,0,0,26
Sr. Sapo,Médio,2.05192889799946,1835,0.0004449,WA,0.10119049299999006,19,10,0,0,0,29
Ponto do meio,Médio,2.0568839669867884,1324,0.0002238,WA,0.05422079400000257,2,29,0,0,0,31
Ogro_2024,Fácil,0.5176717070280574,1249,0.0001886999999999,WA,0.041634971999997106,0,20,0,0,0,20
Pirâmide_2022,Médio,1.6176579239836428,1459,0.00026205,WA,0.0600664739904459,1,38,0,0,0,39
Game-10,Fácil,1.070437545015011,1465,0.0002652,WA,0.06224101699999096,20,26,0,0,0,46
Restaurante de pizza,Fácil,1.2644789399928411,1505,0.00029505,WA,0.09057744200001139,52,8,0,0,0,60
Zip,Fácil,1.468786443991121,1508,0.0003207,AC,0.06307048499999723,40,0,0,0,0,40
Consecutivos,Fácil,1.252292294986546,1395,0.0002844,AC,0.13724471200001176,50,0,0,0,0,50
Dança de Formatura,Médio,5.929373052000301,2319,0.0004734,AC,2.339637460000006,55,0,0,0,0,55
Estrada,Médio,1.2383155630086549,1417,0.000285,WA,0.07744364900000278,5,25,0,0,0,30
Duplas de tênis,Fácil,0.5594497829733882,1143,0.0001727999999999,WA,0.05813662700001032,0,40,0,0,0,40
Show,Médio,1.2955673139949797,1590,0.0003204,AC,0.05448289800000339,25,0,0,0,0,25
Loteria,Fácil,1.157227747986326,1430,0.00027975,AC,0.07169011099998102,39,0,0,0,0,39
Cubo Preto,Fácil,1.150114880001638,1407,0.0002718,AC,0.03046552600000041,11,0,0,0,0,11
Robô,Fácil,1.103580924012931,1698,0.0003294,WA,0.06493847599998048,0,30,0,0,0,30
Etiquetas,Difícil,1.315592705999734,1434,0.0003096,WA,0.13636616900001286,13,48,0,0,0,61
Campeonato,Fácil,1.4366875719861127,1419,0.00027495,AC,0.07985114000001658,50,0,0,0,0,50
Dominó_2001,Médio,1.6077104790019805,1554,0.0003554999999999,WA,0.0400209680083207,2,8,0,0,0,10
Reduzindo detalhes em um mapa,Médio,1.855342995986576,1672,0.00038265,AC,0.7982794890000093,52,0,0,0,0,52
Caminho das Pontes,Médio,1.7714536619896537,2073,0.00044235,RE,0.21042340300002138,4,0,26,0,0,30
Botas Trocadas,Fácil,1.3210570410010405,1464,0.0003096,AC,0.09879119199999309,28,0,0,0,0,28
VAR,Fácil,0.9228577449976,1345,0.0002390999999999,WA,0.06971266200000059,31,10,0,0,0,41
Dona Lesma,Fácil,0.971499088976998,1276,0.0002436,AC,0.048412952000006726,20,0,0,0,0,20
Frequencia na aula,Fácil,0.951199222006835,1342,0.0002481,AC,0.7081786969999939,100,0,0,0,0,100
Salada de Frutas,Fácil,1.275666929024737,1689,0.00033525,WA,0.06302196400000071,0,28,0,0,0,28
Ciclovias,Médio,2.010484683996765,1867,0.0004353,WA,3.0,0,34,0,6,0,40
Pulo do Gato,Médio,1.5266658090113197,1667,0.00035355,WA,0.2527793680000059,6,41,0,0,0,47
Semente,Médio,1.5155235400015954,1429,0.0003074999999999,WA,0.07559760300000562,22,18,0,0,0,40
Vice-campeão,Fácil,0.7392207359953318,1205,0.00020595,AC,0.05913796299998353,30,0,0,0,0,30
Tanque de combustível,Fácil,0.9500380939862224,1463,0.00026805,AC,0.044869621999993115,20,0,0,0,0,20
Candidatas,Difícil,11.964023712993368,3971,0.00172965,TLE,3.0,0,0,0,20,0,20
Toca do Saci,Fácil,2.314910703978967,2015,0.0004665,WA,1.1794346210000128,0,51,0,0,0,51
Dígitos,Difícil,3.2450486379966605,1579,0.0004227,WA,0.062325143999999,3,30,0,0,0,33
Caminhos do reino,Difícil,4.07309775298927,2579,0.0007504499999999,WA,3.0,3,7,0,30,0,40
Cartas,Fácil,0.74512992502423,1141,0.0001725,WA,0.0943026300000156,0,30,0,0,0,30
Flíper,Fácil,0.8567774730036035,1228,0.0002148,WA,0.061140050000005886,8,7,0,0,0,15
Drone de Entrega,Médio,1.219336509995628,1446,0.00028125,AC,0.0853465339999957,51,0,0,0,0,51
Aeroporto,Fácil,2.037128939991817,1670,0.0003558,WA,0.1081323800000007,0,10,0,0,0,10
Leilão,Fácil,1.142397062998498,1433,0.0002694,AC,0.05825036299998487,24,0,0,0,0,24
Busca na Internet,Fácil,1.1049828479881398,1122,0.0001836,AC,0.057769652999979826,30,0,0,0,0,30
Mapa,Difícil,2.3734866270096973,1726,0.0004533,WA,0.9322545299999945,1,37,0,0,0,38
Medalhas,Fácil,1.1783478189900052,1358,0.00025005,AC,0.09507851800000822,69,0,0,0,0,69
Construtora,Médio,1.582146303000627,1551,0.0003348,WA,0.06382135900000208,18,20,0,0,0,38
Jogo,Fácil,1.114666519977618,1411,0.00025575,AC,0.04597635700000069,18,0,0,0,0,18
Maximin,Médio,3.393524573999457,1865,0.0004390499999999,WA,0.18849027199999568,1,23,0,0,0,24
Carro elétrico,Médio,1.8566450009820985,1875,0.0004257,WA,0.25297584300000153,5,14,0,0,0,19
Dario e Xerxes,Fácil,1.301340093021281,1386,0.00028125,WA,0.05247682399999576,0,22,0,0,0,22
Retas,Difícil,1.56680017101462,1702,0.0003614999999999,TLE,3.0,19,0,0,24,0,43
Viagem,Difícil,2.4505841319914907,2412,0.0005507999999999,WA,0.24930032099999266,20,8,0,0,0,28
Soma,Difícil,1.3402546049910598,1456,0.00029715,AC,0.892646678999995,46,0,0,0,0,46
Estoque,Fácil,1.4912680059787815,1817,0.00036525,AC,0.07650052400001073,23,0,0,0,0,23
Recibo de Compra,Médio,0.954276327014668,1258,0.00022965,TLE,3.0,26,3,0,18,0,47
Chaves,Fácil,1.5044661659921983,1434,0.0002691,AC,0.18534463900004994,78,0,0,0,0,78
Caverna de Ordinskaya,Médio,1.5467775280121714,1825,0.0003714,WA,0.16681920000002037,37,53,0,0,0,90
Barcos da Nlogônia,Difícil,2.0465353390027303,2025,0.0004612499999999,WA,3.0,25,8,0,19,0,52
Frete,Médio,1.6938884840055837,1766,0.0003918,AC,0.06634884700002885,35,0,0,0,0,35
Teste de redação,Fácil,2.69908244299586,1638,0.00046935,WA,0.04066389000001891,0,5,0,0,0,5
Tacos de bilhar,Médio,1.1403265669941902,1417,0.0002625,AC,0.17295317599996451,15,0,0,0,0,15
Bolas,Fácil,1.2936237909889314,1203,0.00022365,AC,0.04013404899995976,19,0,0,0,0,19
Prêmio,Fácil,1.0168617219896987,1489,0.00027735,AC,0.06656577400002561,40,0,0,0,0,40
Falha de segurança,Difícil,2.178010934992926,1442,0.00026625,TLE,3.0,22,0,0,8,0,30
Bombom,Fácil,1.6924295139906462,1604,0.0003454499999999,AC,0.09158222899998236,50,0,0,0,0,50
Câmara de Compensação,Difícil,2.2877038629958406,2321,0.00052995,WA,1.049742459000015,24,4,0,0,0,28
Tira-teima,Fácil,0.7992703230120242,1300,0.0002264999999999,AC,0.06513725500002465,46,0,0,0,0,46
Taxa,Difícil,1.4624765329936054,1923,0.00038025,WA,0.0664057390000039,2,34,0,0,0,36
Atlanta,Fácil,3.4750959330121987,1814,0.0005321999999999,AC,0.07815457200001674,40,0,0,0,0,40
Fuga com helicóptero,Fácil,1.4272461619984824,1330,0.0002377499999999,WA,0.08448387900000398,43,31,0,0,0,74
Pirâmide,Médio,2.734466716996394,1938,0.0004743,WA,0.07472268700001905,0,39,0,0,0,39
Dominó Nlogônico,Médio,1.6767725870013237,2110,0.00042675,WA,2.4051870640000175,10,63,0,0,0,73
Atletismo copy,Fácil,1.0836214699957054,1613,0.0002954999999999,AC,0.1598767310206312,41,0,0,0,0,41
Wifi,Difícil,1.7477316590084229,1762,0.00038265,WA,0.7619976630000451,1,21,0,0,0,22
Ilhas,Médio,2.2849105060158763,1903,0.0004434,AC,0.3027770099999998,24,0,0,0,0,24
Grand Prix da Nlogônia,Difícil,2.281045698997332,1767,0.0004481999999999,TLE,3.0,29,0,0,20,0,49
Retângulo,Médio,1.7621896660130003,1439,0.00029955,WA,3.0,22,4,0,9,0,35
Passa Bolinha,Difícil,2.377267514995765,1880,0.0004736999999999,WA,0.1191982400000029,0,37,3,0,0,40
Frequência,Difícil,3.559566645009909,2101,0.0006234,WA,1.0637810300000297,10,35,0,0,0,45
Lençol,Fácil,5.716476038011024,1560,0.0003978,WA,0.1011541290000082,18,32,0,0,0,50
Subcadeias,Médio,1.4823194970085751,1400,0.00032655,AC,0.07739710300000979,40,0,0,0,0,40
Quadrado,Difícil,1.5997007570113055,1417,0.0003475499999999,WA,0.06400202500003616,0,30,0,0,0,30
Calculando,Fácil,1.5925351270125248,1568,0.0003427499999999,AC,0.18151900899999873,10,0,0,0,0,10
Ogro_2021,Fácil,0.9038532029953784,1345,0.0002462999999999,AC,0.1314222739893011,20,0,0,0,0,20
Sequência,Médio,1.9149598570074888,1970,0.00043455,WA,0.6835130619999745,10,49,0,0,0,59
Xadrez,Fácil,0.8544069299823605,1249,0.0002193,AC,0.05198163300002534,26,0,0,0,0,26
Oficina Mecânica,Difícil,1.5634592839924153,2016,0.0003815999999999,WA,0.7329193369999984,16,75,0,0,0,91
Cinco,Médio,1.818275422992884,1807,0.0004056,WA,3.0,11,15,0,38,0,64
Trem da mina,Difícil,2.223257804987952,2083,0.0004474499999999,WA,0.2886940800000275,2,23,0,0,0,25
Dominó,Fácil,0.7939463049988262,1267,0.0002206499999999,WA,0.026331315999982507,0,10,0,0,0,10
Troféu,Fácil,1.2665561489993706,1437,0.00028485,AC,0.06468191599998363,25,0,0,0,0,25
Decifra,Fácil,0.5032650030043442,1388,0.0002095499999999,WA,0.0451730350000048,0,20,0,0,0,20
Calçada Imperial,Médio,1.132193030003691,1468,0.000294,WA,2.339998162000029,19,1,0,0,0,20
Tesouro,Médio,1.837073873000918,2138,0.0004606499999999,AC,0.42390020499999537,54,0,0,0,0,54
Relógios,Difícil,2.1879611629992723,2059,0.00049065,WA,0.08687233500000957,12,36,0,0,0,48
Cabo de guerra,Fácil,1.4642254869977478,1589,0.0003017999999999,AC,0.08053247699996291,76,0,0,0,0,76
Toupeira,Médio,1.4211541149998084,2011,0.00041235,TLE,3.0,24,0,0,2,0,26
Tradutor alienígena,Médio,1.6426063500111925,1674,0.0003608999999999,WA,0.1695069369999942,5,18,0,0,0,23
Copa,Fácil,1.138576721015852,1496,0.0002937,WA,0.10653483700002653,17,41,0,0,0,58
Corredor,Médio,0.9407325969950762,1343,0.0002514,AC,0.17194975999996132,30,0,0,0,0,30
Quadrado_2014,Médio,2.071164905995829,1567,0.0003808499999999,WA,0.2067327740078326,0,30,0,0,0,30
Código de Compressão,Médio,1.0607147389964666,1440,0.0002835,AC,0.0560132910031825,32,0,0,0,0,32
Linhas de Ônibus,Médio,1.7506182749930304,1987,0.0004303499999999,TLE,3.0,55,0,0,10,0,65
Concurso_2024,Fácil,0.7814538030070253,1320,0.00019935,WA,0.1146503259951714,0,45,0,0,0,45
Câmeras,Médio,3.070857926999452,2086,0.0005334,WA,0.08365828499995587,50,10,0,0,0,60
Passatempo,Médio,2.8142667490174063,2039,0.00051465,RE,0.1724659509999924,0,0,30,0,0,30
Nota esquecida,Fácil,0.8814843099971768,1213,0.00020805,AC,0.1005404999999655,68,0,0,0,0,68
Torre de Dados,Difícil,2.9198206920118537,2039,0.0005502,WA,0.1064957159978803,1,49,0,0,0,50
Sequência Secreta,Fácil,1.204295338015072,1494,0.00029385,WA,0.045403304999979355,4,15,0,0,0,19
Elevador,Fácil,1.231135288020596,1617,0.00030465,WA,0.07732238200003394,22,21,0,0,0,43
Cortando o Papel,Médio,1.6052572169865016,1366,0.0003052499999999,TLE,3.0,0,10,0,12,0,22
Prefixo,Fácil,0.7306968240009155,1223,0.0001848,WA,0.06575259500004904,0,30,0,0,0,30
Intervalo Distinto,Difícil,1.3393074680061543,1230,0.0002601,AC,0.38233516400003964,53,0,0,0,0,53
Parcelamento sem juros,Fácil,0.9879163729783612,1428,0.00025425,AC,0.05524949800002332,38,0,0,0,0,38
Torneio de tênis,Fácil,1.1243688679824118,1303,0.0002382,AC,0.038867728999946394,20,0,0,0,0,20
Colchão,Fácil,1.1351826449972575,1350,0.0002573999999999,AC,0.056420684000045185,40,0,0,0,0,40
Gincana_2016,Difícil,1.585351625981275,1479,0.00031815,WA,3.0,0,51,0,8,0,59
Teleférico,Fácil,1.077653739019297,1293,0.00024165,AC,0.06423739699999942,36,0,0,0,0,36
Catálogo de Músicas,Difícil,2.465157792001264,2050,0.0004883999999999,TLE,3.0,0,9,0,17,0,26
Jogo de Tabuleiro,Médio,1.6920085420133546,1781,0.0003823499999999,AC,0.06990712700002177,28,0,0,0,0,28
Fuga,Difícil,32.011137833993416,7232,0.0035795999999999,WA,3.0,6,26,0,2,0,34
Cubo e quadrado,Fácil,1.310014897986548,1219,0.0002328,AC,0.0524213859999918,30,0,0,0,0,30
Visita entre cidades,Médio,2.096316127019236,1733,0.0004210499999999,AC,0.08882532799998444,19,0,0,0,0,19
Jardim de infância,Difícil,5.917677505000029,2910,0.0009882,AC,0.1157391099999927,80,0,0,0,0,80
Detetive,Médio,1.671468743996229,1912,0.0004051499999999,WA,0.37451571200000444,6,72,0,0,0,78
Concatena Dígitos,Médio,2.5617999289825093,2245,0.00052215,WA,3.0,3,19,0,3,0,25
Jogo do Preto e Branco,Médio,2.2028334949864075,1752,0.0004279499999999,WA,0.0700580779999882,15,25,0,0,0,40
Musical,Médio,0.8886081789969467,1947,0.0003384,AC,0.09535866200002374,51,0,0,0,0,51
Supermercado,Fácil,1.1232096649764571,1599,0.0003024,WA,0.08500157200001013,0,6,4,0,0,10
PacMan,Fácil,1.6328154770017136,1606,0.000366,AC,0.0977284659999782,50,0,0,0,0,50
Fotografia,Fácil,1.5752678790013306,1639,0.0003597,AC,0.04421151400003964,20,0,0,0,0,20
Baralho,Fácil,1.7399402660084888,1797,0.0003815999999999,WA,0.04856207699998549,21,4,0,0,0,25
Floresta,Médio,1.2251039179973304,1443,0.0002781,WA,0.07025086499999134,5,28,0,0,0,33
Aplicativo de Calorias,Fácil,0.850513873010641,1406,0.0002496,AC,0.055896515999961593,25,0,0,0,0,25
A idade de Dona Mônica,Fácil,0.7640198979934212,1271,0.0002221499999999,AC,0.07186968500002422,24,0,0,0,0,24
Receita de Bolo,Fácil,1.255113255989272,1223,0.0002122499999999,AC,0.04823544100003119,30,0,0,0,0,30
Dona Formiga,Médio,1.6698519729834516,1747,0.0003853499999999,WA,0.06861544299999878,4,18,0,0,0,22
Quadrado Mágico_2011,Fácil,1.8237641569867264,1700,0.0004003499999999,WA,2.2064061819999665,52,1,0,0,0,53
Trio de Palitinhos,Médio,1.2010384160093963,1653,0.00030825,AC,0.3159971320000068,33,0,0,0,0,33
Chuva_2022,Médio,1.1918238640064374,1490,0.0002946,AC,0.13764373699996213,30,0,0,0,0,30
Setas,Médio,2.001666578988079,1613,0.0003909,WA,3.0,10,40,0,10,0,60
Hotel Nlogônia,Médio,1.7725224860187154,1939,0.0004051499999999,WA,1.2468240979999905,6,54,0,0,0,60
Jogo da Memória,Difícil,2.418193792022066,1775,0.00046245,WA,3.0,0,44,0,3,0,47
Caminho,Médio,1.3681597149989102,1472,0.00029055,AC,0.18858655700000782,25,0,0,0,0,25
Placas de Carro,Médio,1.0613550679991022,1597,0.0002975999999999,AC,0.06247612200002095,31,0,0,0,0,31
Tempo de resposta,Difícil,2.156549629988149,1964,0.00046245,WA,0.027385202999994362,1,9,0,0,0,10
Avenida,Fácil,0.9682796070119366,1423,0.0002589,AC,0.0566291339999907,28,0,0,0,0,28
Dobradura,Fácil,1.1237150600063617,1416,0.0002808,WA,0.03279156700000385,8,2,0,0,0,10
Sinuca,Médio,1.098465982999187,1373,0.0002703,AC,0.08436454200000298,40,0,0,0,0,40
Subsequência,Médio,1.1186448480002582,1410,0.0002830499999999,AC,0.19894720799999277,51,0,0,0,0,51
Alfabeto alienígena,Fácil,0.95830948400544,1658,0.0002946,AC,0.068856340018101,61,0,0,0,0,61
Campeonato_2018,Fácil,1.457173155999044,1780,0.0003606,WA,0.07027133600001889,3,45,0,0,0,48
Plano de Internet,Fácil,0.9757583589816932,1417,0.00025665,AC,0.03114117300003727,10,0,0,0,0,10
Rodovia,Difícil,3.615665473014815,2215,0.000663,WA,0.22132302300002493,0,65,13,0,0,78
Figurinhas da copa,Fácil,1.378288165986305,1563,0.0002916,AC,0.056005105999986426,20,0,0,0,0,20
Meteoros,Fácil,1.6694131209806071,1766,0.00037515,WA,0.21103430599998774,0,10,0,0,0,10
Burocracia,Difícil,2.215701793989865,2168,0.00049035,TLE,3.0,0,2,0,51,0,53
Pizza da OBI,Fácil,1.0831066259997897,1340,0.0002469,AC,0.05283586500002002,27,0,0,0,0,27
Chefe,Médio,3.2356183549854904,2635,0.0006688499999999,TLE,15.0,0,0,0,28,0,28
Vende-se,Fácil,1.1206438459921628,1351,0.000258,WA,0.3344636919999857,40,10,0,0,0,50
Plano de estacionamento,Difícil,1.1903564520180223,1497,0.0002961,TLE,3.0,9,20,0,21,0,50
Tarzan,Médio,2.116090964002069,1634,0.0003873,AC,0.2705149869999559,53,0,0,0,0,53
Contas a pagar,Fácil,0.6290084139909595,1286,0.0001942499999999,WA,0.0648086940000212,0,43,0,0,0,43
Mapa_2017,Médio,2.038680577999912,1891,0.0004334999999999,AC,0.050171293000005335,21,0,0,0,0,21
Maior valor,Fácil,1.1159117959905416,1222,0.00023955,AC,0.07235716100001355,40,0,0,0,0,40
Chuva_2019,Médio,3.152153606992215,2153,0.00058665,WA,0.16630687899998975,0,35,0,0,0,35
Calculadora,Médio,1.12277573600295,1492,0.0002750999999999,WA,0.3963599209999984,27,26,0,0,0,53
Grupos de Trabalho,Médio,2.401073038985487,1909,0.0004690499999999,WA,0.9571304220000343,1,24,0,0,0,25
Escadinha,Fácil,1.4153804999950808,1419,0.0003010499999999,WA,0.0463787080000202,1,25,0,0,0,26
Pangrama,Fácil,1.1192276420188136,1316,0.00023385,AC,0.07401713000001564,50,0,0,0,0,50
Notas,Fácil,1.1330685320135672,1307,0.0002514,AC,0.0727151229999663,40,0,0,0,0,40
Metrô da Nlogônia,Médio,3.992043889011256,2323,0.00069495,WA,1.2138760979999574,0,38,0,0,0,38
Epidemia,Fácil,1.20172295399243,1390,0.00025485,WA,0.06147995099996706,6,22,0,0,0,28
Batalha,Fácil,1.5474835759960115,1587,0.00030645,WA,0.04543741199995566,8,11,0,0,0,19
Jogo do Poder,Difícil,2.8802468220237643,2454,0.00058725,WA,1.7224009040000396,18,132,0,0,0,150
Cobertura para Celular,Médio,1.8641100129752888,1723,0.00038445,TLE,3.0,58,0,0,2,0,60
Desafio do maior número,Fácil,1.0683903740136884,1173,0.0002088,AC,0.05792581599996538,30,0,0,0,0,30
Balé,Difícil,11.458819032995962,3178,0.0012029999999999,AC,0.7765901230000054,52,0,0,0,0,52
Atletismo,Fácil,1.1233175530214794,1603,0.0002895,AC,0.23564527100000987,41,0,0,0,0,41
Copa do Mundo_2014,Médio,2.2473289479967207,2113,0.0004969499999999,WA,0.07267520599998534,1,49,0,0,0,50
Pilhas de moedas,Médio,1.7885456680087373,1555,0.00035115,WA,0.05306207800003904,0,22,0,0,0,22
Amigos,Difícil,2.006838702975074,2565,0.00051255,WA,0.3450292630000149,6,46,0,0,0,52
Remove Dígitos,Médio,1.1191191700054333,1386,0.00025965,AC,0.07888942499999985,30,0,0,0,0,30
Idade de Camila,Fácil,0.6238374619861133,1126,0.00017025,WA,0.04225675599997203,0,20,0,0,0,20
Trio de Bonecas,Difícil,1.515672445006203,1848,0.0003739499999999,WA,0.1869158959999595,21,55,0,0,0,76
Exploração do Capitão Levi,Difícil,2.325403983006254,1947,0.0004598999999999,TLE,3.0,2,18,0,34,0,54
Média e mediana,Fácil,1.020446387992706,1145,0.0002028,WA,0.03890842700002395,4,16,0,0,0,20
Teclado,Médio,1.430325602996163,1530,0.0003253499999999,AC,0.1541105749999474,27,0,0,0,0,27
Palavras Cruzadas,Médio,1.5884012010064907,1536,0.00030825,AC,0.054065211006673,20,0,0,0,0,20
Triângulo,Fácil,0.9532212209887804,1365,0.0002502,AC,0.07800250399998276,50,0,0,0,0,50
Bactérias,Fácil,0.8283979080151767,1507,0.0002643,AC,0.057424373999992895,36,0,0,0,0,36
Quebra-cabeças,Difícil,1.9799900469952263,1811,0.0004336499999999,WA,0.19181708000002118,24,20,0,0,0,44
